PKID,MINISTRY_CODE,MINISTRY_NAME,WK_UNIT_CODE,WK_UNIT_NAME,RESP_RATE,GRP_CTGRY_CODE,GRP_CTGRY_NAME,GRP_CODE,GRP_NAME,CHRT_COUNT,QCOMP_COUNT,SRV_SECT_CODE,SRV_SECT_NAME,SRV_QU_GRP_CODE,SRV_QU_GRP_NAME,QU_NUM,QU_TXT,SORT_ORDER,RESP_CODE,RESP_TXT,RESP_COUNT,RESP_COUNT_UNSUPPRESSED,RESP_PERCENT,QU_COUNT,SCALE_AVG
293930,3,Ministry of Turquoise,0,All Units,0.592783505,0,Overall,0,Overall,194,115,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,2,2,Neutral,3,3,0.12,25,0.776
293933,22,Ministry of Royal,0,All Units,0.411629246,0,Overall,0,Overall,1737,715,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,2,2,Neutral,46,46,0.275449102,167,0.74491018
293934,18,Ministry of Zodiac,0,All Units,0.53125,0,Overall,0,Overall,288,153,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,2,2,Neutral,6,6,0.171428571,35,0.742857143
293936,23,Ministry of Blue,0,All Units,0.634408602,0,Overall,0,Overall,93,59,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,2,2,Neutral,4,4,0.571428571,7,0.742857143
293939,19,Ministry of Jet,0,All Units,0.664122137,0,Overall,0,Overall,131,87,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,2,2,Neutral,2,2,0.222222222,9,0.777777778
293940,26,Ministry of White,0,All Units,0.53808948,0,Overall,0,Overall,827,445,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,2,2,Neutral,16,16,0.111888112,143,0.816783217
293944,9,Ministry of Cream,0,All Units,0.746478873,0,Overall,0,Overall,71,53,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,2,2,Neutral,3,3,0.333333333,9,0.711111111
293945,15,Ministry of Rust,0,All Units,0.5,0,Overall,0,Overall,178,89,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,2,2,Neutral,5,5,0.294117647,17,0.8
293947,7,Ministry of Puce,0,All Units,0.568493151,0,Overall,0,Overall,146,83,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,3,3,Helpful,9,9,0.642857143,14,0.771428571
293951,17,Ministry of Navy,0,All Units,0.535211268,0,Overall,0,Overall,71,38,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,3,3,Helpful,6,6,0.75,8,0.75
293953,16,Ministry of Lime,0,All Units,0.579710145,0,Overall,0,Overall,690,400,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,3,3,Helpful,45,45,0.725806452,62,0.770967742
293959,22,Ministry of Royal,0,All Units,0.411629246,0,Overall,0,Overall,1737,715,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,3,3,Helpful,104,104,0.622754491,167,0.74491018
293961,20,Ministry of Green,0,All Units,0.612903226,0,Overall,0,Overall,31,19,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,3,3,Helpful,2,2,0.666666667,3,0.8
293963,13,Ministry of Black,0,All Units,0.625,0,Overall,0,Overall,976,610,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,3,3,Helpful,56,56,0.629213483,89,0.734831461
293967,11,Ministry of Beige,0,All Units,0.548387097,0,Overall,0,Overall,496,272,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,3,3,Helpful,42,42,0.777777778,54,0.796296296
293971,15,Ministry of Rust,0,All Units,0.5,0,Overall,0,Overall,178,89,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q35REC,Mentoring,3,3,Helpful,12,12,0.705882353,17,0.8
293976,25,Ministry of Red,0,All Units,0.615296804,0,Overall,0,Overall,876,539,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,1,1,Not helpful,10,10,0.125,80,0.7375
293977,17,Ministry of Navy,0,All Units,0.535211268,0,Overall,0,Overall,71,38,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,1,1,Not helpful,0,0,0,6,0.8
293982,3,Ministry of Turquoise,0,All Units,0.592783505,0,Overall,0,Overall,194,115,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,1,1,Not helpful,6,6,0.352941176,17,0.611764706
293984,24,Ministry of Scarlet,0,All Units,0.56440678,0,Overall,0,Overall,1180,666,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,1,1,Not helpful,20,20,0.131578947,152,0.705263158
293987,20,Ministry of Green,0,All Units,0.612903226,0,Overall,0,Overall,31,19,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,1,1,Not helpful,0,0,0,2,0.8
293989,13,Ministry of Black,0,All Units,0.625,0,Overall,0,Overall,976,610,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,1,1,Not helpful,14,14,0.179487179,78,0.712820513
294079,12,Ministry of Fear,0,All Units,0.679245283,0,Overall,0,Overall,53,36,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),2,2,Neutral,0,0,0,9,0.777777778
294081,17,Ministry of Navy,0,All Units,0.535211268,0,Overall,0,Overall,71,38,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),2,2,Neutral,0,0,0,13,0.938461538
294085,2,Ministry of Purple,0,All Units,0.563909774,0,Overall,0,Overall,133,75,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),2,2,Neutral,2,2,0.095238095,21,0.857142857
294086,3,Ministry of Turquoise,0,All Units,0.592783505,0,Overall,0,Overall,194,115,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),2,2,Neutral,5,5,0.227272727,22,0.827272727
294089,22,Ministry of Royal,0,All Units,0.411629246,0,Overall,0,Overall,1737,715,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),2,2,Neutral,32,32,0.164948454,194,0.81443299
294092,23,Ministry of Blue,0,All Units,0.634408602,0,Overall,0,Overall,93,59,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),2,2,Neutral,6,6,0.222222222,27,0.837037037
294097,11,Ministry of Beige,0,All Units,0.548387097,0,Overall,0,Overall,496,272,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),2,2,Neutral,15,15,0.180722892,83,0.865060241
294101,15,Ministry of Rust,0,All Units,0.5,0,Overall,0,Overall,178,89,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),2,2,Neutral,2,2,0.133333333,15,0.853333333
294102,21,Ministry of Lavender,0,All Units,0.613636364,0,Overall,0,Overall,132,81,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),2,2,Neutral,3,3,0.1,30,0.853333333
294107,17,Ministry of Navy,0,All Units,0.535211268,0,Overall,0,Overall,71,38,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),3,3,Helpful,13,13,1,13,0.938461538
294109,16,Ministry of Lime,0,All Units,0.579710145,0,Overall,0,Overall,690,400,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),3,3,Helpful,73,73,0.768421053,95,0.823157895
294114,24,Ministry of Scarlet,0,All Units,0.56440678,0,Overall,0,Overall,1180,666,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),3,3,Helpful,170,170,0.779816514,218,0.82293578
294115,22,Ministry of Royal,0,All Units,0.411629246,0,Overall,0,Overall,1737,715,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),3,3,Helpful,150,150,0.773195876,194,0.81443299
294116,18,Ministry of Zodiac,0,All Units,0.53125,0,Overall,0,Overall,288,153,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),3,3,Helpful,46,46,0.807017544,57,0.849122807
294118,23,Ministry of Blue,0,All Units,0.634408602,0,Overall,0,Overall,93,59,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),3,3,Helpful,20,20,0.740740741,27,0.837037037
294123,11,Ministry of Beige,0,All Units,0.548387097,0,Overall,0,Overall,496,272,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),3,3,Helpful,68,68,0.819277108,83,0.865060241
294129,7,Ministry of Puce,0,All Units,0.568493151,0,Overall,0,Overall,146,83,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q38REC,Experiential learning,1,1,Not helpful,1,1,0.029411765,34,0.888235294
294130,6,Ministry of Pink,0,All Units,0.47744511,0,Overall,0,Overall,2505,1196,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q38REC,Experiential learning,1,1,Not helpful,16,16,0.03902439,410,0.813170732
294134,5,Ministry of Yellow,0,All Units,0.798561151,0,Overall,0,Overall,278,222,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q38REC,Experiential learning,1,1,Not helpful,2,2,0.017857143,112,0.873214286
293731,19,Ministry of Jet,0,All Units,0.664122137,0,Overall,0,Overall,131,87,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q32REC,"Learning Centre courses (e.g. Supervisory Development Certificate, financial management)",3,3,Helpful,21,21,0.381818182,55,0.636363636
293741,12,Ministry of Fear,0,All Units,0.679245283,0,Overall,0,Overall,53,36,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q33REC,Coaching services through the BC Public Service Agency,1,1,Not helpful,2,2,0.25,8,0.625
293742,25,Ministry of Red,0,All Units,0.615296804,0,Overall,0,Overall,876,539,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q33REC,Coaching services through the BC Public Service Agency,1,1,Not helpful,16,16,0.153846154,104,0.7
293743,17,Ministry of Navy,0,All Units,0.535211268,0,Overall,0,Overall,71,38,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q33REC,Coaching services through the BC Public Service Agency,1,1,Not helpful,6,6,0.5,12,0.55
293745,16,Ministry of Lime,0,All Units,0.579710145,0,Overall,0,Overall,690,400,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q33REC,Coaching services through the BC Public Service Agency,1,1,Not helpful,20,20,0.204081633,98,0.7
293750,24,Ministry of Scarlet,0,All Units,0.56440678,0,Overall,0,Overall,1180,666,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q33REC,Coaching services through the BC Public Service Agency,1,1,Not helpful,19,19,0.117283951,162,0.749382716
293752,18,Ministry of Zodiac,0,All Units,0.53125,0,Overall,0,Overall,288,153,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q33REC,Coaching services through the BC Public Service Agency,1,1,Not helpful,6,6,0.193548387,31,0.696774194
293754,23,Ministry of Blue,0,All Units,0.634408602,0,Overall,0,Overall,93,59,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q33REC,Coaching services through the BC Public Service Agency,1,1,Not helpful,5,5,0.238095238,21,0.723809524
293757,19,Ministry of Jet,0,All Units,0.664122137,0,Overall,0,Overall,131,87,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q33REC,Coaching services through the BC Public Service Agency,1,1,Not helpful,5,5,0.192307692,26,0.676923077
293758,26,Ministry of White,0,All Units,0.53808948,0,Overall,0,Overall,827,445,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q33REC,Coaching services through the BC Public Service Agency,1,1,Not helpful,13,13,0.185714286,70,0.685714286
293761,10,Ministry of Snow,0,All Units,0.589928058,0,Overall,0,Overall,139,82,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q33REC,Coaching services through the BC Public Service Agency,1,1,Not helpful,4,4,0.222222222,18,0.711111111
293764,21,Ministry of Lavender,0,All Units,0.613636364,0,Overall,0,Overall,132,81,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q33REC,Coaching services through the BC Public Service Agency,1,1,Not helpful,1,1,0.1,10,0.82
293767,12,Ministry of Fear,0,All Units,0.679245283,0,Overall,0,Overall,53,36,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q33REC,Coaching services through the BC Public Service Agency,2,2,Neutral,3,3,0.375,8,0.625
293772,8,Ministry of Orange,0,All Units,0.647619048,0,Overall,0,Overall,210,136,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q33REC,Coaching services through the BC Public Service Agency,2,2,Neutral,9,9,0.25,36,0.705555556
294135,16,Ministry of Lime,0,All Units,0.579710145,0,Overall,0,Overall,690,400,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q38REC,Experiential learning,1,1,Not helpful,7,7,0.050359712,139,0.8
294002,25,Ministry of Red,0,All Units,0.615296804,0,Overall,0,Overall,876,539,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,2,2,Neutral,15,15,0.1875,80,0.7375
294005,16,Ministry of Lime,0,All Units,0.579710145,0,Overall,0,Overall,690,400,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,2,2,Neutral,10,10,0.204081633,49,0.681632653
294006,8,Ministry of Orange,0,All Units,0.647619048,0,Overall,0,Overall,210,136,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,2,2,Neutral,4,4,0.25,16,0.7375
294009,1,Ministry of Panic,0,All Units,0.666666667,0,Overall,0,Overall,150,100,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,2,2,Neutral,5,5,0.294117647,17,0.8
294013,20,Ministry of Green,0,All Units,0.612903226,0,Overall,0,Overall,31,19,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,2,2,Neutral,0,0,0,2,0.8
294015,13,Ministry of Black,0,All Units,0.625,0,Overall,0,Overall,976,610,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,2,2,Neutral,15,15,0.192307692,78,0.712820513
294017,19,Ministry of Jet,0,All Units,0.664122137,0,Overall,0,Overall,131,87,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,2,2,Neutral,9,9,0.45,20,0.72
294020,4,Ministry of Brown,0,All Units,0.490442381,0,Overall,0,Overall,1831,898,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,2,2,Neutral,32,32,0.326530612,98,0.693877551
294022,9,Ministry of Cream,0,All Units,0.746478873,0,Overall,0,Overall,71,53,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,2,2,Neutral,1,1,0.333333333,3,0.6
294028,25,Ministry of Red,0,All Units,0.615296804,0,Overall,0,Overall,876,539,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,3,3,Helpful,55,55,0.6875,80,0.7375
294031,16,Ministry of Lime,0,All Units,0.579710145,0,Overall,0,Overall,690,400,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,3,3,Helpful,28,28,0.571428571,49,0.681632653
294032,8,Ministry of Orange,0,All Units,0.647619048,0,Overall,0,Overall,210,136,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,3,3,Helpful,11,11,0.6875,16,0.7375
294034,3,Ministry of Turquoise,0,All Units,0.592783505,0,Overall,0,Overall,194,115,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,3,3,Helpful,8,8,0.470588235,17,0.611764706
294043,19,Ministry of Jet,0,All Units,0.664122137,0,Overall,0,Overall,131,87,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,3,3,Helpful,10,10,0.5,20,0.72
294045,11,Ministry of Beige,0,All Units,0.548387097,0,Overall,0,Overall,496,272,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q36REC,360 degree assessments,3,3,Helpful,31,31,0.62,50,0.72
294051,7,Ministry of Puce,0,All Units,0.568493151,0,Overall,0,Overall,146,83,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),1,1,Not helpful,0,0,0,29,0.924137931
294053,12,Ministry of Fear,0,All Units,0.679245283,0,Overall,0,Overall,53,36,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),1,1,Not helpful,2,2,0.222222222,9,0.777777778
294057,16,Ministry of Lime,0,All Units,0.579710145,0,Overall,0,Overall,690,400,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),1,1,Not helpful,7,7,0.073684211,95,0.823157895
294059,2,Ministry of Purple,0,All Units,0.563909774,0,Overall,0,Overall,133,75,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),1,1,Not helpful,0,0,0,21,0.857142857
294064,18,Ministry of Zodiac,0,All Units,0.53125,0,Overall,0,Overall,288,153,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),1,1,Not helpful,4,4,0.070175439,57,0.849122807
294065,20,Ministry of Green,0,All Units,0.612903226,0,Overall,0,Overall,31,19,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),1,1,Not helpful,0,0,0,10,0.88
294066,23,Ministry of Blue,0,All Units,0.634408602,0,Overall,0,Overall,93,59,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),1,1,Not helpful,1,1,0.037037037,27,0.837037037
294075,15,Ministry of Rust,0,All Units,0.5,0,Overall,0,Overall,178,89,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),1,1,Not helpful,0,0,0,15,0.853333333
294076,21,Ministry of Lavender,0,All Units,0.613636364,0,Overall,0,Overall,132,81,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q37REC,Temporary Assignments (TA¿s),1,1,Not helpful,1,1,0.033333333,30,0.853333333
293693,16,Ministry of Lime,0,All Units,0.579710145,0,Overall,0,Overall,690,400,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q32REC,"Learning Centre courses (e.g. Supervisory Development Certificate, financial management)",2,2,Neutral,101,101,0.331147541,305,0.639344262
293696,3,Ministry of Turquoise,0,All Units,0.592783505,0,Overall,0,Overall,194,115,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q32REC,"Learning Centre courses (e.g. Supervisory Development Certificate, financial management)",2,2,Neutral,20,20,0.333333333,60,0.666666667
293700,18,Ministry of Zodiac,0,All Units,0.53125,0,Overall,0,Overall,288,153,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q32REC,"Learning Centre courses (e.g. Supervisory Development Certificate, financial management)",2,2,Neutral,42,42,0.4375,96,0.65
293703,13,Ministry of Black,0,All Units,0.625,0,Overall,0,Overall,976,610,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q32REC,"Learning Centre courses (e.g. Supervisory Development Certificate, financial management)",2,2,Neutral,133,133,0.335012594,397,0.664987406
293705,19,Ministry of Jet,0,All Units,0.664122137,0,Overall,0,Overall,131,87,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q32REC,"Learning Centre courses (e.g. Supervisory Development Certificate, financial management)",2,2,Neutral,22,22,0.4,55,0.636363636
293714,6,Ministry of Pink,0,All Units,0.47744511,0,Overall,0,Overall,2505,1196,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q32REC,"Learning Centre courses (e.g. Supervisory Development Certificate, financial management)",3,3,Helpful,251,251,0.452252252,555,0.671711712
293717,17,Ministry of Navy,0,All Units,0.535211268,0,Overall,0,Overall,71,38,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q32REC,"Learning Centre courses (e.g. Supervisory Development Certificate, financial management)",3,3,Helpful,15,15,0.535714286,28,0.707142857
293719,16,Ministry of Lime,0,All Units,0.579710145,0,Overall,0,Overall,690,400,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q32REC,"Learning Centre courses (e.g. Supervisory Development Certificate, financial management)",3,3,Helpful,125,125,0.409836066,305,0.639344262
293726,18,Ministry of Zodiac,0,All Units,0.53125,0,Overall,0,Overall,288,153,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q32REC,"Learning Centre courses (e.g. Supervisory Development Certificate, financial management)",3,3,Helpful,37,37,0.385416667,96,0.65
293727,20,Ministry of Green,0,All Units,0.612903226,0,Overall,0,Overall,31,19,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q32REC,"Learning Centre courses (e.g. Supervisory Development Certificate, financial management)",3,3,Helpful,6,6,0.461538462,13,0.707692308
293729,13,Ministry of Black,0,All Units,0.625,0,Overall,0,Overall,976,610,4,Career Development Resources and Support - All Employees,12,Helpfulness of Career Development Resources,Q32REC,"Learning Centre courses (e.g. Supervisory Development Certificate, financial management)",3,3,Helpful,183,183,0.460957179,397,0.664987406
294770,14,Ministry of Lemon,0,All Units,0.566217977,0,Overall,0,Overall,2303,1304,4,Career Development Resources and Support - All Employees,14,Frequency of Conversations with Supervisor,Q40,Your performance.,4,4,Once every three months,244,244,0.192125984,1270,
294771,19,Ministry of Jet,0,All Units,0.664122137,0,Overall,0,Overall,131,87,4,Career Development Resources and Support - All Employees,14,Frequency of Conversations with Supervisor,Q40,Your performance.,4,4,Once every three months,13,13,0.152941176,85,
294773,11,Ministry of Beige,0,All Units,0.548387097,0,Overall,0,Overall,496,272,4,Career Development Resources and Support - All Employees,14,Frequency of Conversations with Supervisor,Q40,Your performance.,4,4,Once every three months,34,34,0.128301887,265,
294598,6,Ministry of Pink,0,All Units,0.47744511,0,Overall,0,Overall,2505,1196,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,9,9,I don¿t consult others for career advice,74,74,0.06187291,1196,
294599,12,Ministry of Fear,0,All Units,0.679245283,0,Overall,0,Overall,53,36,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,9,9,I don¿t consult others for career advice,0,0,0,36,
294605,2,Ministry of Purple,0,All Units,0.563909774,0,Overall,0,Overall,133,75,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,9,9,I don¿t consult others for career advice,5,5,0.066666667,75,
294612,23,Ministry of Blue,0,All Units,0.634408602,0,Overall,0,Overall,93,59,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,9,9,I don¿t consult others for career advice,8,8,0.13559322,59,
294615,19,Ministry of Jet,0,All Units,0.664122137,0,Overall,0,Overall,131,87,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,9,9,I don¿t consult others for career advice,6,6,0.068965517,87,
294617,11,Ministry of Beige,0,All Units,0.548387097,0,Overall,0,Overall,496,272,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,9,9,I don¿t consult others for career advice,13,13,0.047794118,272,
294618,4,Ministry of Brown,0,All Units,0.490442381,0,Overall,0,Overall,1831,898,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,9,9,I don¿t consult others for career advice,65,65,0.072383073,898,
294623,7,Ministry of Puce,0,All Units,0.568493151,0,Overall,0,Overall,146,83,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,10,10,,0,0,0,83,
294625,12,Ministry of Fear,0,All Units,0.679245283,0,Overall,0,Overall,53,36,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,10,10,,3,3,0.083333333,36,
294632,3,Ministry of Turquoise,0,All Units,0.592783505,0,Overall,0,Overall,194,115,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,10,10,,13,13,0.113043478,115,
294633,1,Ministry of Panic,0,All Units,0.666666667,0,Overall,0,Overall,150,100,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,10,10,,1,1,0.01,100,
294634,24,Ministry of Scarlet,0,All Units,0.56440678,0,Overall,0,Overall,1180,666,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,10,10,,45,45,0.067567568,666,
294643,11,Ministry of Beige,0,All Units,0.548387097,0,Overall,0,Overall,496,272,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,10,10,,15,15,0.055147059,272,
294644,4,Ministry of Brown,0,All Units,0.490442381,0,Overall,0,Overall,1831,898,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,10,10,,32,32,0.035634744,898,
294648,21,Ministry of Lavender,0,All Units,0.613636364,0,Overall,0,Overall,132,81,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,10,10,,9,9,0.111111111,81,
294652,25,Ministry of Red,0,All Units,0.615296804,0,Overall,0,Overall,876,539,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,11,11,,0,0,0,539,
294656,8,Ministry of Orange,0,All Units,0.647619048,0,Overall,0,Overall,210,136,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,11,11,,0,0,0,136,
294660,24,Ministry of Scarlet,0,All Units,0.56440678,0,Overall,0,Overall,1180,666,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,11,11,,0,0,0,666,
294665,13,Ministry of Black,0,All Units,0.625,0,Overall,0,Overall,976,610,4,Career Development Resources and Support - All Employees,17,Career Advice Providers,Q50_1,Who do you consult when you want career advice?,11,11,,0,0,0,610,
